name,essround,edition,proddate,idno,cntry,nwspol,netusoft,netustm,ppltrst,pplfair,pplhlp,polintr,psppsgva,actrolga,psppipla,cptppola,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,vote,contplt,donprty,badge,sgnptit,pbldmna,bctprd,pstplonl,volunfp,clsprty,prtdgcl,lrscale,stflife,stfeco,stfgov,stfdem,stfedu,stfhlth,gincdif,freehms,hmsfmlsh,hmsacld,euftf,lrnobed,loylead,imsmetn,imdfetn,impcntr,imbgeco,imueclt,imwbcnt,happy,gndr
ESS11e01,11,1,2024-06-20,71135,DE,5,5,960,1,1,3,3,2,1,3,2,3,1,1,2,2,3,3,3,2,2,2,2,2,2,2,2,2,6,5,2,3,5,5,7,5,2,1,4,3,7,1,2,2,2,3,8,7,5,3,1
ESS11e01,11,1,2024-06-20,71143,DE,60,5,270,5,7,4,2,2,1,2,3,5,8,7,4,4,6,5,1,2,2,2,2,2,2,2,2,2,6,5,6,3,2,3,4,6,2,3,4,2,3,2,2,2,3,3,3,3,3,3,2
ESS11e01,11,1,2024-06-20,71152,DE,480,1,6666,8,10,10,1,3,2,3,3,6,9,10,5,5,2,8,2,2,2,2,2,2,2,2,2,2,6,5,8,5,2,6,3,8,2,2,3,2,6,2,2,2,2,3,5,8,8,8,1
ESS11e01,11,1,2024-06-20,71158,DE,45,5,90,4,5,5,2,2,2,2,2,5,5,8,5,5,4,5,1,2,2,2,2,2,2,2,2,2,6,2,5,2,2,5,3,4,2,2,5,2,4,1,3,1,1,1,6,5,6,8,1
ESS11e01,11,1,2024-06-20,71222,DE,815,5,30,0,10,10,1,1,1,1,4,0,5,10,3,3,3,3,1,2,2,2,2,2,1,2,1,2,6,5,10,3,3,0,0,6,3,1,5,1,0,1,2,3,2,4,5,5,0,7,2
ESS11e01,11,1,2024-06-20,71273,DE,60,5,300,7,9,3,1,2,5,2,4,2,7,2,3,3,8,8,1,1,2,1,1,1,1,1,1,1,3,1,9,5,2,7,2,2,1,1,5,1,10,4,5,1,1,1,8,10,8,9,1
ESS11e01,11,1,2024-06-20,71283,DE,240,5,450,5,3,3,1,1,2,1,2,0,3,5,0,5,5,5,2,1,1,2,1,2,2,1,2,1,2,5,4,0,0,0,2,5,4,2,5,1,5,2,5,2,2,3,0,0,2,7,2
ESS11e01,11,1,2024-06-20,71295,DE,60,5,30,8,8,5,1,2,1,2,1,2,5,9,1,1,1,5,1,2,2,2,1,2,2,2,2,2,6,77,10,3,1,5,3,7,1,2,4,3,5,2,3,1,1,1,9,9,5,9,1
ESS11e01,11,1,2024-06-20,71297,DE,580,2,6666,0,3,3,3,1,1,2,1,0,3,3,0,0,0,0,2,2,2,2,2,2,1,2,2,2,6,88,4,1,0,3,4,0,2,2,5,2,1,4,4,2,2,2,5,88,3,5,2
ESS11e01,11,1,2024-06-20,71325,DE,30,5,90,6,4,5,1,1,1,2,1,3,0,7,1,1,1,6,1,2,2,2,2,2,2,2,2,2,6,5,6,1,1,3,5,3,1,2,4,2,6,2,2,2,3,3,3,3,4,7,2
ESS11e01,11,1,2024-06-20,71340,DE,45,5,570,5,8,5,1,3,2,3,3,6,8,7,4,4,6,7,1,1,1,2,1,2,1,2,2,2,6,2,7,3,2,5,1,3,2,1,5,1,8,3,4,1,1,1,8,7,8,7,2
ESS11e01,11,1,2024-06-20,71344,DE,20,5,120,5,7,7,3,2,1,3,3,6,8,4,4,4,4,3,1,2,2,2,2,2,1,2,2,1,2,3,8,3,6,6,4,3,2,1,5,3,8,4,4,1,1,1,8,3,7,8,1
ESS11e01,11,1,2024-06-20,71374,DE,30,5,180,5,7,6,2,3,3,3,4,6,8,9,4,4,5,5,1,2,2,2,2,2,2,2,2,1,3,5,8,6,3,7,4,8,1,1,5,1,6,2,3,1,1,2,9,7,6,9,1
ESS11e01,11,1,2024-06-20,71401,DE,15,5,540,7,5,6,3,3,2,4,3,8,7,10,8,6,9,9,1,2,2,2,2,1,1,2,2,2,6,5,8,5,7,5,4,7,3,2,3,1,4,2,2,2,2,3,8,6,5,7,2
ESS11e01,11,1,2024-06-20,71420,DE,1145,5,360,6,5,7,3,3,2,3,3,4,8,8,3,3,3,4,1,2,2,2,2,2,2,2,1,1,3,3,8,5,6,7,3,4,2,1,5,2,8,3,4,2,2,2,7,7,7,10,1
ESS11e01,11,1,2024-06-20,71430,DE,1025,5,270,8,7,7,2,3,2,2,2,7,9,8,5,5,7,7,1,2,2,2,1,1,1,2,2,1,2,3,8,5,5,6,3,5,1,1,5,2,5,4,5,2,2,2,7,7,5,8,1
ESS11e01,11,1,2024-06-20,71489,DE,3,5,270,3,8,3,2,1,2,1,2,2,8,10,2,2,2,4,1,2,2,2,1,2,1,2,1,1,2,7,0,2,2,3,9,1,1,1,5,1,9,2,1,2,2,2,10,8,9,9,1
ESS11e01,11,1,2024-06-20,71494,DE,45,5,240,6,7,5,2,4,5,4,5,7,8,6,2,2,2,5,1,1,1,2,2,2,1,1,1,1,3,5,9,6,0,5,3,7,3,2,5,1,8,3,4,2,2,2,7,8,7,9,1
ESS11e01,11,1,2024-06-20,71507,DE,10,5,90,7,5,6,2,2,2,2,2,6,9,9,6,5,5,6,1,2,2,2,2,1,2,2,1,1,3,2,9,5,6,7,4,2,2,1,5,1,9,4,3,1,1,1,7,8,8,10,2
ESS11e01,11,1,2024-06-20,71524,DE,90,5,180,5,9,2,1,1,1,1,1,0,0,0,0,0,0,0,1,2,2,2,1,1,1,1,2,1,3,0,8,0,0,0,0,0,1,1,5,8,0,4,5,7,7,7,88,88,0,88,2
ESS11e01,11,1,2024-06-20,71526,DE,30,5,110,7,7,6,3,2,1,3,3,5,7,8,3,4,5,5,1,2,1,2,2,2,1,2,1,2,6,5,2,5,3,6,4,7,2,2,4,2,5,2,7,2,2,2,8,5,5,7,1
ESS11e01,11,1,2024-06-20,71535,DE,60,5,180,7,7,7,1,3,2,3,2,7,6,8,6,6,7,7,1,2,1,2,1,2,1,2,1,1,2,3,10,8,7,9,2,6,4,2,4,2,4,4,2,1,1,2,7,8,8,8,1
ESS11e01,11,1,2024-06-20,71536,DE,600,5,270,8,7,7,3,5,2,4,3,8,8,7,7,6,8,8,1,2,2,2,2,2,2,2,2,1,2,5,9,8,7,9,5,7,3,1,5,1,5,3,4,2,2,2,5,8,8,9,1
ESS11e01,11,1,2024-06-20,71547,DE,90,5,30,2,6,6,2,4,1,3,1,6,8,8,5,5,5,6,1,2,2,2,2,2,2,2,2,2,6,6,7,5,3,8,4,4,2,2,5,2,8,2,2,1,3,3,5,7,4,7,2
ESS11e01,11,1,2024-06-20,71552,DE,30,3,6666,1,5,0,3,1,4,2,3,0,5,7,0,0,5,5,1,2,2,2,2,2,2,2,2,1,2,5,7,5,2,5,3,3,1,1,5,3,10,3,5,2,2,2,5,5,2,9,1
ESS11e01,11,1,2024-06-20,71569,DE,60,5,120,6,7,6,2,4,2,4,2,8,9,9,7,7,8,9,1,2,2,2,1,2,1,1,1,1,2,4,7,7,5,9,3,6,3,1,5,2,9,2,2,1,2,2,5,9,8,6,2
ESS11e01,11,1,2024-06-20,71572,DE,120,5,300,4,10,1,3,4,2,3,4,5,3,0,4,3,6,6,3,2,2,2,2,2,2,2,2,2,6,5,7,3,7,1,3,9,2,4,2,5,5,2,2,3,3,1,0,6,5,10,1
ESS11e01,11,1,2024-06-20,71599,DE,20,2,6666,7,7,3,3,3,2,3,3,5,9,9,5,4,5,5,3,2,2,2,2,2,2,2,2,2,6,5,9,7,5,7,6,7,4,2,4,4,5,2,2,1,2,2,8,3,5,7,2
ESS11e01,11,1,2024-06-20,71600,DE,45,5,450,7,7,3,1,2,4,2,4,8,9,6,5,6,6,8,1,1,2,2,2,1,1,2,2,1,2,2,6,3,7,4,2,3,1,1,5,1,9,3,4,2,1,1,8,6,6,6,1
ESS11e01,11,1,2024-06-20,71618,DE,5,5,600,5,5,5,4,1,2,3,2,5,7,7,5,5,5,5,3,2,2,2,2,2,2,2,2,2,6,5,3,4,5,6,6,4,3,3,3,2,5,2,3,1,1,3,4,5,4,4,2
ESS11e01,11,1,2024-06-20,71622,DE,10,5,120,2,1,4,2,3,1,1,2,4,9,9,5,5,6,4,3,2,2,2,2,2,2,2,2,2,6,7,8,4,6,5,2,8,2,2,5,2,5,1,2,2,3,3,2,3,3,8,2
ESS11e01,11,1,2024-06-20,71623,DE,0,5,420,6,5,3,4,2,1,2,1,3,7,9,2,2,3,3,1,2,2,2,2,2,2,2,2,2,6,7,8,2,2,2,6,3,2,2,5,2,5,2,4,2,2,2,5,3,2,8,2
ESS11e01,11,1,2024-06-20,71625,DE,60,5,120,7,6,7,2,2,4,3,5,3,5,6,0,0,0,3,1,2,2,2,1,2,2,2,2,1,2,5,10,6,2,3,4,5,3,2,4,5,1,2,3,2,2,3,4,4,4,9,2
ESS11e01,11,1,2024-06-20,71631,DE,30,5,480,7,7,6,2,3,2,3,3,7,8,9,7,5,8,8,1,2,2,2,1,2,2,2,2,2,6,5,9,7,7,8,6,7,2,1,5,1,10,2,2,1,1,1,10,10,9,9,2
ESS11e01,11,1,2024-06-20,71650,DE,30,1,6666,8,8,5,2,2,1,2,2,5,8,6,2,3,5,3,2,2,2,2,2,2,2,2,2,2,6,5,7,6,2,5,1,3,2,1,5,2,2,1,2,2,3,3,5,5,2,6,1
ESS11e01,11,1,2024-06-20,71660,DE,120,5,45,5,7,7,1,2,2,2,2,4,8,9,3,3,2,4,1,2,2,2,2,2,1,2,2,2,6,5,8,3,3,6,3,4,2,2,5,2,1,2,3,2,2,2,4,3,3,8,1
ESS11e01,11,1,2024-06-20,71679,DE,45,5,180,5,5,8,1,3,1,1,3,0,5,5,0,6,7,0,1,2,2,2,2,2,1,1,2,1,6,5,10,1,0,0,0,5,1,1,5,1,3,1,5,2,2,2,3,0,0,8,1
ESS11e01,11,1,2024-06-20,71697,DE,15,1,6666,2,2,3,2,1,1,1,4,0,0,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,6,7,10,2,0,2,3,1,2,3,1,5,0,1,5,1,3,4,2,2,1,10,1
ESS11e01,11,1,2024-06-20,71719,DE,785,5,60,7,6,8,2,4,3,4,3,8,9,10,7,6,7,8,1,2,2,2,1,2,1,2,1,2,6,4,9,6,7,9,6,4,3,1,4,1,6,5,3,1,2,2,7,9,7,9,2
ESS11e01,11,1,2024-06-20,71727,DE,150,5,90,8,8,5,1,3,2,2,8,7,9,6,5,3,5,4,2,2,2,2,2,2,2,2,1,2,6,4,8,3,4,6,2,4,1,3,3,3,2,1,3,2,2,2,8,6,7,9,2
ESS11e01,11,1,2024-06-20,71792,DE,1020,5,150,3,6,4,2,2,3,2,3,1,2,3,2,2,2,2,1,2,2,2,2,1,1,2,1,2,6,1,9,0,1,3,0,6,4,1,5,1,6,3,2,1,1,1,7,5,5,9,2
ESS11e01,11,1,2024-06-20,71831,DE,40,5,540,2,4,2,3,1,4,2,3,1,7,8,1,1,4,4,1,1,1,2,2,2,2,2,2,2,6,7,8,2,0,8,2,1,3,1,5,7,77,2,4,7,7,7,77,77,77,8,1
ESS11e01,11,1,2024-06-20,71842,DE,60,5,80,7,9,8,2,3,2,3,3,8,9,9,7,6,7,9,1,2,2,2,2,2,1,1,1,1,2,3,9,5,4,9,6,8,2,1,5,1,9,3,2,1,1,1,8,8,5,8,2
ESS11e01,11,1,2024-06-20,71843,DE,60,5,120,5,5,6,3,3,1,3,1,5,4,8,5,4,5,5,1,2,2,2,2,2,2,2,2,2,6,5,8,7,3,6,6,4,2,1,5,2,8,2,2,2,2,2,7,5,5,8,2
ESS11e01,11,1,2024-06-20,71855,DE,30,5,120,2,7,3,2,2,2,2,2,3,3,6,2,2,1,3,1,2,2,2,2,2,2,2,2,1,3,7,8,5,2,5,4,8,2,2,4,2,2,2,2,2,3,3,5,2,3,8,1
ESS11e01,11,1,2024-06-20,71857,DE,781,5,180,5,7,5,1,2,2,2,4,6,9,10,3,0,5,7,1,2,2,2,1,1,1,2,2,2,6,5,8,5,2,4,1,5,2,1,5,1,6,4,2,1,2,3,5,10,3,10,2
ESS11e01,11,1,2024-06-20,71860,DE,10,5,540,2,3,5,3,3,2,2,2,5,3,4,2,2,5,0,3,2,2,2,2,2,2,2,2,2,6,4,8,6,4,8,7,7,3,1,5,5,1,4,4,1,1,1,10,8,8,8,1
ESS11e01,11,1,2024-06-20,71862,DE,980,5,120,5,10,5,2,1,3,2,4,88,3,4,88,5,6,5,3,2,2,2,2,2,2,2,2,2,6,6,10,3,88,8,6,8,2,2,4,2,8,1,4,1,1,1,8,9,5,9,2
ESS11e01,11,1,2024-06-20,71864,DE,60,5,360,5,8,8,2,4,8,3,2,8,8,9,9,8,5,3,1,2,2,2,2,2,2,1,2,2,6,5,7,6,6,6,6,6,3,4,3,2,7,2,2,2,2,2,6,6,9,8,2
ESS11e01,11,1,2024-06-20,71870,DE,30,5,180,4,8,6,2,3,3,3,3,8,8,8,5,7,8,7,1,1,2,2,2,2,2,2,2,2,6,4,7,5,8,7,5,7,2,2,5,2,9,2,2,2,2,2,5,5,5,8,1
ESS11e01,11,1,2024-06-20,71875,DE,10,5,180,7,7,6,3,1,2,1,3,5,9,10,3,4,88,4,1,2,2,2,1,2,2,1,2,2,6,6,5,3,0,3,5,5,2,1,5,2,5,2,2,1,2,3,4,5,5,9,2
ESS11e01,11,1,2024-06-20,71881,DE,635,5,210,8,7,5,2,3,3,3,4,9,10,9,8,6,9,8,2,2,2,2,2,1,1,2,1,1,2,4,9,8,6,9,4,7,3,3,5,1,7,5,2,1,2,2,6,7,6,9,2
ESS11e01,11,1,2024-06-20,71908,DE,15,5,60,5,3,5,2,3,2,3,2,6,6,8,7,6,6,5,1,2,2,2,2,2,2,2,2,1,2,3,6,4,5,6,6,7,2,2,5,2,5,2,2,2,3,3,4,5,4,7,2
ESS11e01,11,1,2024-06-20,71912,DE,561,5,90,8,8,5,2,3,1,1,2,5,7,8,4,5,4,4,1,2,2,2,2,2,2,2,2,2,6,0,10,5,5,3,5,3,1,1,5,1,5,7,2,2,2,2,5,7,5,10,2
ESS11e01,11,1,2024-06-20,71924,DE,20,5,120,8,8,7,3,3,3,3,3,6,9,9,6,6,5,6,1,2,2,2,1,2,1,2,1,2,6,5,9,4,5,10,4,4,4,2,4,2,8,2,2,1,1,2,9,9,7,9,1
ESS11e01,11,1,2024-06-20,71938,DE,45,3,6666,5,5,7,2,3,2,3,2,5,5,5,4,4,4,5,1,2,2,2,2,2,1,2,2,1,2,5,8,7,6,5,5,7,3,2,5,2,6,2,3,1,2,2,5,5,5,9,2
ESS11e01,11,1,2024-06-20,71943,DE,578,5,600,5,6,4,1,3,4,3,4,7,5,4,7,5,4,7,1,2,2,2,2,2,2,1,2,1,2,3,6,3,3,6,3,4,1,1,5,1,10,4,4,2,3,3,6,5,5,5,2
ESS11e01,11,1,2024-06-20,71960,DE,30,5,120,2,3,2,1,1,3,1,3,0,5,5,0,1,0,0,1,2,2,2,2,2,2,2,2,1,1,10,5,0,0,0,4,5,4,2,5,2,5,1,3,2,3,4,2,2,0,5,1
ESS11e01,11,1,2024-06-20,71967,DE,30,5,60,2,5,3,3,2,2,3,3,3,6,6,3,3,4,4,1,2,2,2,1,2,1,1,2,2,6,3,9,6,3,5,4,4,2,1,5,1,7,3,3,2,3,2,7,7,5,8,2
ESS11e01,11,1,2024-06-20,71974,DE,60,5,240,8,8,6,1,4,5,3,5,9,8,9,6,6,6,7,1,2,2,2,2,2,2,2,1,1,2,4,10,9,4,9,7,8,2,1,5,2,9,1,2,1,1,1,8,6,5,9,1
ESS11e01,11,1,2024-06-20,71982,DE,60,5,180,4,7,5,3,1,1,1,1,5,8,8,8,8,8,88,1,2,2,2,2,2,2,2,2,1,3,88,10,8,8,8,3,3,2,2,4,2,88,2,2,8,8,3,88,88,3,10,2
ESS11e01,11,1,2024-06-20,71984,DE,745,5,270,6,5,8,1,2,4,2,4,8,10,8,8,6,4,7,2,2,2,2,2,2,2,2,2,1,2,5,9,9,8,9,6,8,3,2,3,3,9,1,2,2,3,3,7,8,7,9,1
ESS11e01,11,1,2024-06-20,72014,DE,30,5,120,7,7,4,1,2,2,2,3,5,7,9,4,3,5,9,1,1,2,2,1,2,2,2,2,2,6,3,7,4,4,8,6,5,1,1,5,1,10,2,3,1,2,2,2,9,2,9,2
ESS11e01,11,1,2024-06-20,72020,DE,60,5,120,0,5,2,2,1,5,1,3,3,0,6,0,1,2,3,2,2,2,2,2,2,2,2,2,2,6,5,5,0,4,0,8,8,4,1,4,1,5,1,3,2,2,2,7,10,5,7,2
ESS11e01,11,1,2024-06-20,72049,DE,30,5,240,7,7,7,2,3,3,3,2,6,8,8,5,5,5,5,1,1,1,2,2,2,1,2,1,2,6,6,8,4,4,8,4,6,3,2,4,2,6,4,4,1,2,2,8,7,7,8,2
ESS11e01,11,1,2024-06-20,72056,DE,120,5,300,8,8,7,2,4,4,4,3,10,10,10,9,8,8,7,1,1,1,2,1,2,1,2,2,1,3,5,9,5,4,8,4,6,4,1,5,2,7,3,3,2,2,2,7,7,5,9,2
ESS11e01,11,1,2024-06-20,72058,DE,60,5,60,8,7,7,2,2,2,4,2,7,8,8,6,5,4,8,1,2,2,2,2,2,2,1,2,1,2,8,10,7,5,6,5,7,4,1,2,2,8,2,2,2,2,2,8,9,8,9,1
ESS11e01,11,1,2024-06-20,72067,DE,0,5,60,1,8,3,3,3,1,3,2,7,5,8,2,2,2,2,1,2,2,2,1,2,2,2,2,2,6,3,7,2,3,7,1,4,2,2,5,1,5,4,3,1,2,2,5,8,5,9,2
ESS11e01,11,1,2024-06-20,72070,DE,1093,5,20,6,6,5,3,1,2,1,4,5,6,8,2,2,2,3,3,2,2,2,2,2,2,2,2,2,6,3,3,0,1,3,2,3,1,2,4,2,4,3,4,2,2,2,5,5,6,6,2
ESS11e01,11,1,2024-06-20,72084,DE,30,5,60,5,9,3,2,2,1,2,1,2,8,8,1,4,3,4,1,2,2,2,2,2,2,2,2,1,6,5,10,5,1,7,1,7,1,2,4,4,0,2,4,2,3,3,1,3,1,10,1
ESS11e01,11,1,2024-06-20,72101,DE,60,5,270,6,8,4,3,1,3,3,2,3,4,6,5,4,5,5,1,2,2,2,1,2,2,2,2,1,3,5,9,5,3,8,3,3,1,1,5,1,10,1,1,1,2,2,9,8,9,9,1
ESS11e01,11,1,2024-06-20,72110,DE,1135,5,60,6,9,8,2,2,2,3,2,5,7,9,7,5,6,5,1,2,2,2,2,2,2,2,2,1,2,5,8,4,3,7,5,5,2,1,4,1,5,3,3,2,2,2,5,4,5,8,2
ESS11e01,11,1,2024-06-20,72126,DE,816,5,180,8,7,8,3,3,3,4,3,5,5,8,3,4,8,8,2,2,2,2,2,2,1,1,2,2,6,2,10,8,7,8,8,8,2,1,5,1,10,3,3,2,2,2,9,7,7,10,2
ESS11e01,11,1,2024-06-20,72134,DE,30,5,60,7,7,5,3,1,2,2,3,6,6,9,3,6,7,8,2,2,2,2,2,2,2,2,2,2,6,8,7,7,4,5,6,9,2,1,4,1,8,2,2,2,2,2,2,5,2,7,1
ESS11e01,11,1,2024-06-20,72144,DE,933,5,120,7,6,4,4,2,1,1,4,2,0,5,0,0,0,2,1,2,2,2,2,2,2,2,1,2,6,5,5,3,0,0,5,2,1,2,5,2,5,2,4,2,3,3,5,4,2,5,2
ESS11e01,11,1,2024-06-20,72205,DE,60,5,70,8,8,6,1,3,2,2,2,7,8,8,4,4,5,4,1,2,2,2,1,2,2,2,1,2,6,6,9,4,4,6,2,3,4,1,4,2,7,2,3,2,2,3,6,5,5,9,2
ESS11e01,11,1,2024-06-20,72230,DE,900,5,480,4,10,10,3,3,1,3,1,4,2,5,5,5,4,4,3,2,2,2,2,2,2,2,2,2,6,5,10,7,7,7,4,8,1,1,4,1,5,2,4,2,3,3,5,3,5,8,2
ESS11e01,11,1,2024-06-20,72233,DE,120,2,6666,7,7,5,1,3,1,2,2,7,8,8,5,5,5,5,1,2,2,2,2,2,1,2,2,1,2,3,5,5,4,7,3,3,3,2,5,2,8,2,3,2,2,2,5,8,5,5,2
ESS11e01,11,1,2024-06-20,72277,DE,1028,5,150,3,5,5,3,2,2,2,3,8,9,10,9,8,9,8,3,2,2,2,2,2,2,2,1,2,6,4,9,4,7,8,4,6,3,1,5,2,8,2,2,1,1,2,10,9,5,9,1
ESS11e01,11,1,2024-06-20,72346,DE,30,1,6666,6,10,5,1,4,1,3,4,10,5,10,8,9,9,10,1,2,2,2,2,2,1,2,1,1,2,7,10,5,7,8,4,8,2,1,3,3,10,3,2,2,2,2,8,8,6,9,2
ESS11e01,11,1,2024-06-20,72348,DE,60,4,30,8,8,9,2,2,2,2,2,5,8,9,6,6,7,4,1,1,2,2,2,2,1,2,2,1,2,5,8,4,2,7,2,4,2,8,8,8,5,1,4,2,3,3,5,5,5,8,2
ESS11e01,11,1,2024-06-20,72360,DE,120,5,60,4,4,5,2,2,2,2,2,0,4,5,0,0,0,0,1,2,2,2,1,2,1,2,2,2,6,5,8,0,0,5,0,0,4,1,5,1,5,1,4,2,2,2,4,7,5,8,2
ESS11e01,11,1,2024-06-20,72363,DE,50,5,50,6,6,5,2,3,3,3,3,7,9,8,6,6,8,6,1,2,2,2,2,2,2,1,2,1,2,3,8,5,3,6,3,4,1,2,4,2,9,2,4,1,1,1,8,7,6,8,1
ESS11e01,11,1,2024-06-20,72376,DE,30,5,60,5,5,8,3,2,1,1,2,5,0,7,2,3,3,3,1,2,2,2,2,2,2,2,2,1,2,5,9,5,5,5,7,8,2,2,4,2,3,2,2,2,3,2,6,2,5,8,2
ESS11e01,11,1,2024-06-20,72385,DE,60,5,240,4,7,5,3,3,2,3,2,5,8,9,4,5,5,8,2,2,2,2,2,2,2,2,2,2,6,6,9,8,7,3,8,7,2,4,4,4,1,4,2,2,3,3,4,4,4,8,2
ESS11e01,11,1,2024-06-20,72397,DE,15,5,480,5,4,5,2,2,3,2,2,1,3,3,1,1,4,3,3,2,2,2,1,1,2,1,2,2,6,0,5,3,1,2,0,6,3,1,5,1,5,2,3,1,1,1,5,10,5,4,2
ESS11e01,11,1,2024-06-20,72413,DE,30,5,300,6,7,5,3,2,2,2,3,6,8,8,6,6,6,5,2,2,2,2,2,2,2,2,2,2,6,4,7,6,4,7,7,7,2,1,1,1,5,3,3,3,3,3,7,5,7,8,2
ESS11e01,11,1,2024-06-20,72445,DE,30,5,60,6,2,5,3,2,2,2,3,6,5,8,3,3,4,3,1,1,2,2,2,2,2,2,2,2,6,6,8,3,3,7,3,4,2,3,4,2,1,1,3,2,3,2,2,6,5,8,1
ESS11e01,11,1,2024-06-20,72447,DE,45,5,180,6,6,4,1,3,2,3,3,7,9,7,5,5,3,5,1,2,1,2,1,2,2,2,1,2,6,5,8,7,7,8,5,8,2,1,4,3,8,4,3,1,2,2,8,8,5,8,1
ESS11e01,11,1,2024-06-20,72449,DE,60,4,90,3,8,5,2,2,4,2,2,6,8,6,5,5,7,9,1,2,2,1,2,2,1,1,2,1,3,5,6,4,6,8,3,6,2,1,5,1,4,4,4,2,2,2,6,7,5,7,1
ESS11e01,11,1,2024-06-20,72457,DE,5,5,30,5,5,7,3,1,1,1,2,1,1,5,3,3,3,3,2,2,2,2,2,2,1,2,2,2,6,9,2,0,0,1,5,3,3,3,1,1,2,2,2,3,4,2,3,1,4,6,1
ESS11e01,11,1,2024-06-20,72472,DE,30,5,150,6,4,4,3,3,2,3,5,3,6,8,2,3,3,3,1,2,2,1,1,2,2,2,2,2,6,8,8,2,4,5,3,3,4,2,4,4,5,3,4,1,1,1,3,3,5,8,1
ESS11e01,11,1,2024-06-20,72481,DE,790,1,6666,1,5,5,2,1,2,3,3,3,3,4,2,2,0,4,1,2,2,2,2,2,2,2,2,1,3,4,2,4,2,2,2,4,1,3,5,1,4,1,3,1,3,4,8,5,5,5,1
ESS11e01,11,1,2024-06-20,72501,DE,1032,5,180,5,5,5,4,1,1,2,3,3,6,8,3,3,3,3,1,2,2,2,2,2,2,2,2,2,6,3,7,0,3,3,0,7,3,1,5,1,4,3,3,2,2,2,4,6,5,7,2
ESS11e01,11,1,2024-06-20,72537,DE,700,5,180,4,8,5,2,2,2,2,2,2,3,1,3,2,5,6,1,2,2,2,2,2,2,2,1,1,3,5,8,7,2,4,1,7,1,3,4,4,8,1,2,3,3,2,3,1,2,9,1
ESS11e01,11,1,2024-06-20,72551,DE,60,5,60,4,7,5,3,1,1,1,2,0,2,4,0,0,0,1,1,2,2,2,2,2,1,2,1,2,6,3,7,3,88,6,3,7,1,2,4,2,4,3,3,2,2,2,5,5,4,7,2
ESS11e01,11,1,2024-06-20,72552,DE,25,5,150,4,5,7,2,7,2,2,2,8,9,8,6,6,8,9,2,2,2,2,2,2,2,2,1,1,3,3,8,8,7,8,88,7,2,1,5,1,10,3,8,1,2,1,8,8,8,8,2
ESS11e01,11,1,2024-06-20,72553,DE,30,5,120,5,3,3,2,1,1,1,2,0,5,5,0,4,4,5,1,2,2,2,1,2,1,2,2,1,2,5,7,3,0,0,3,3,4,2,3,3,5,2,4,1,3,3,4,3,0,8,1
ESS11e01,11,1,2024-06-20,72566,DE,120,5,540,7,6,4,2,4,3,3,2,9,8,8,6,6,6,6,1,2,2,2,2,2,1,2,2,2,6,5,8,6,5,9,4,5,4,1,5,3,6,3,3,2,2,3,6,5,5,8,2
ESS11e01,11,1,2024-06-20,72576,DE,10,5,180,5,7,6,2,3,2,3,3,6,7,8,7,7,7,7,1,2,2,2,2,2,2,2,1,1,2,4,9,7,7,7,6,8,2,2,5,2,8,2,2,2,2,2,9,6,6,9,2
ESS11e01,11,1,2024-06-20,72577,DE,601,5,121,8,8,8,1,1,5,1,4,7,8,10,5,5,5,5,1,1,1,2,2,2,1,1,1,1,1,7,9,8,4,7,3,3,3,2,4,2,8,1,2,2,2,2,6,8,2,9,1
ESS11e01,11,1,2024-06-20,72583,DE,15,2,6666,6,8,8,2,2,1,2,1,8,8,10,6,6,7,7,1,2,2,2,2,2,2,2,2,1,2,2,5,3,5,5,6,3,2,2,4,2,8,3,3,8,8,8,5,8,5,5,2
ESS11e01,11,1,2024-06-20,72606,DE,25,5,360,8,7,6,1,3,3,3,4,7,7,5,5,5,5,5,1,2,2,2,1,1,2,2,1,1,2,4,8,3,5,5,3,2,3,1,5,2,7,4,3,2,2,2,5,10,6,8,2
ESS11e01,11,1,2024-06-20,72607,DE,30,5,240,5,5,4,3,2,4,2,4,3,9,6,2,2,1,1,1,2,2,2,2,2,2,2,1,2,6,5,9,3,0,3,3,5,1,2,4,2,3,2,4,2,2,2,8,6,5,7,2
ESS11e01,11,1,2024-06-20,72608,DE,60,3,6666,4,5,4,1,2,3,2,3,4,5,10,2,3,0,6,1,2,2,2,2,2,2,2,2,1,2,5,3,4,0,4,1,1,2,2,2,4,2,1,2,1,3,4,5,3,3,5,1
ESS11e01,11,1,2024-06-20,72609,DE,45,3,6666,2,3,5,2,3,4,2,3,5,7,7,6,6,6,6,1,2,2,2,1,2,1,2,2,2,6,5,9,8,3,5,3,6,3,1,5,1,9,1,3,1,1,1,8,7,6,9,2
ESS11e01,11,1,2024-06-20,72617,DE,922,5,270,3,4,4,3,1,2,2,2,5,8,10,5,5,7,6,2,2,2,2,2,2,2,2,2,1,2,5,5,3,3,8,7,10,3,2,4,2,7,2,3,2,3,3,8,7,7,6,1
ESS11e01,11,1,2024-06-20,72619,DE,90,3,6666,1,6,5,1,1,3,1,3,4,5,7,1,2,1,1,1,2,2,2,2,1,2,1,1,1,2,5,4,3,1,4,1,1,1,1,4,2,8,1,2,2,2,3,6,2,5,7,2
